,date,portfolio_value,daily_pnl,num_positions
0,2022-01-03,100000.0,0.0,2
1,2022-01-04,100275.25266576292,275.252665762926,2
2,2022-01-05,99638.39605716469,-636.8566085982341,2
3,2022-01-06,98579.98163993933,-1058.4144172253527,2
4,2022-01-07,98874.97505878378,294.99341884444186,2
5,2022-01-10,99202.26954912406,327.2944903402854,2
6,2022-01-11,99290.92320860745,88.6536594833915,2
7,2022-01-12,99223.36883886119,-67.55436974625695,2
8,2022-01-13,99480.9863638989,257.6175250377109,2
9,2022-01-14,98048.59561292487,-1432.3907509740322,2
10,2022-01-18,97860.24801884493,-188.3475940799334,2
11,2022-01-19,97022.46380169,-837.7842171549244,2
12,2022-01-20,97062.29341849197,39.82961680197123,2
13,2022-01-21,97547.64001632262,485.34659783065524,2
14,2022-01-24,97458.03630123567,-89.60371508694709,2
15,2022-01-25,97607.61701751268,149.58071627700122,2
16,2022-01-26,97358.32415755904,-249.2928599536425,2
17,2022-01-27,97807.05697898597,448.7328214269327,2
18,2022-01-28,97242.4491573805,-564.6078216054786,2
19,2022-01-31,97306.9882526404,64.53909525989701,2
20,2022-02-01,97707.69649815724,400.7082455168403,2
21,2022-02-02,97316.88031776615,-390.8161803910972,2
22,2022-02-03,97177.09232528288,-139.78799248327283,2
23,2022-02-04,95827.11371003426,-1349.978615248625,2
24,2022-02-07,96314.20016813085,487.0864580965924,2
25,2022-02-08,97250.82673542084,936.6265672899954,2
26,2022-02-09,97101.3083244796,-149.51841094123262,2
27,2022-02-10,96942.59772713194,-158.7105973476506,2
28,2022-02-11,94661.81900360768,-2280.778723524262,2
29,2022-02-14,94484.02875456109,-177.79024904659025,2
30,2022-02-15,96430.77066181417,1946.7419072530683,2
31,2022-02-16,94894.78430446418,-1535.9863573499929,2
32,2022-02-17,93193.52597308882,-1701.258331375354,2
33,2022-02-18,92952.33371071679,-241.19226237202693,2
34,2022-02-22,92360.49032806233,-591.8433826544608,2
35,2022-02-23,91998.77680857554,-361.7135194867851,2
36,2022-02-24,90861.27551731982,-1137.501291255719,2
37,2022-02-25,90819.34250737265,-41.93300994716395,2
38,2022-02-28,91196.57290804386,377.23040067121144,2
39,2022-03-01,92018.35354705287,821.7806390090141,2
40,2022-03-02,88005.61031321081,-4012.7432338420613,2
41,2022-03-03,89282.4965263375,1276.886213126696,2
42,2022-03-04,85104.75713760419,-4177.739388733323,2
43,2022-03-07,84469.73427947106,-635.0228581331318,2
44,2022-03-08,82576.06329993806,-1893.6709795330012,2
45,2022-03-09,88839.72629116493,6263.662991226873,2
