,Valor
Retorno Médio Diário,0.00046194838978413124
Volatilidade Diária,0.009068184038203659
Sharpe Ratio (diário),0.050941664597671736
VaR 95% (diário),-0.01625827346488281
Max Drawdown,-0.08104916081547153
Dias Positivos,139.0
Dias Negativos,111.0
