,kappa,sigma_X,sigma_Y,rho,mu,date,f_model_1,f_model_2,f_future_1d_tenor_1,f_future_1d_tenor_2,f_future_2d_tenor_1,f_future_2d_tenor_2
0,0.1,0.8,0.5,0.3,-0.09871884318721093,2021-09-23,71.26127193894463,73.97903429974713,71.10311809478759,73.81663221195954,70.94523136317152,73.65450084682912
1,0.1,0.8,0.5,0.3,-0.1,2021-09-24,72.9656754846106,75.85414018734558,72.80376272023248,75.68771981403444,,
2,0.1,0.8,0.5,0.3,-0.1,2021-09-27,74.03251014514635,76.86887259610987,,,,
