,date,tenor,side,quantity,price
0,2016-01-04,tenor_1,BUY,0.3,37.04
1,2016-01-25,tenor_1,SELL,0.6,32.19
2,2016-01-26,tenor_1,BUY,0.6,30.34
3,2016-01-27,tenor_1,SELL,0.6,31.45
4,2016-02-03,tenor_1,BUY,0.6,29.88
5,2016-02-04,tenor_1,SELL,0.6,32.28
6,2016-02-09,tenor_1,BUY,0.6,29.69
7,2016-02-16,tenor_1,SELL,0.6,29.44
8,2016-03-30,tenor_1,BUY,0.6,38.28
9,2016-04-01,tenor_1,SELL,0.6,38.34
10,2016-04-04,tenor_1,BUY,0.6,36.79
11,2016-04-06,tenor_1,SELL,0.3,35.89
12,2016-04-07,tenor_1,SELL,0.3,37.75
13,2016-05-10,tenor_1,BUY,0.6,43.44
14,2016-05-11,tenor_1,SELL,0.6,44.66
15,2016-06-16,tenor_1,BUY,0.6,48.01
16,2016-06-20,tenor_1,SELL,0.6,47.98
17,2016-06-27,tenor_1,BUY,0.6,47.64
18,2016-06-29,tenor_1,SELL,0.3,47.85
19,2016-06-30,tenor_1,SELL,0.3,49.88
20,2016-07-06,tenor_1,BUY,0.6,46.6
21,2016-07-13,tenor_1,SELL,0.6,46.8
22,2016-07-14,tenor_1,BUY,0.6,44.75
23,2016-07-15,tenor_1,SELL,0.6,45.68
24,2016-07-19,tenor_1,BUY,0.6,45.24
25,2016-07-21,tenor_1,SELL,0.6,44.94
26,2016-07-22,tenor_1,BUY,0.6,44.75
27,2016-08-04,tenor_1,SELL,0.6,40.83
28,2016-09-01,tenor_1,BUY,0.6,44.7
29,2016-09-06,tenor_1,SELL,0.6,44.44
30,2016-09-14,tenor_1,BUY,0.3,44.9
31,2016-09-15,tenor_1,BUY,0.3,43.58
32,2016-09-16,tenor_1,SELL,0.6,43.91
33,2016-09-19,tenor_1,BUY,0.6,43.03
34,2016-09-20,tenor_1,SELL,0.6,43.3
35,2016-09-26,tenor_1,BUY,0.3,44.48
36,2016-09-27,tenor_1,SELL,0.3,45.93
37,2016-09-28,tenor_1,BUY,0.3,44.67
38,2016-09-29,tenor_1,SELL,0.3,47.05
39,2016-10-27,tenor_1,BUY,0.6,49.18
40,2016-10-28,tenor_1,SELL,0.6,49.72
41,2016-10-31,tenor_1,BUY,0.6,48.7
42,2016-11-10,tenor_1,SELL,0.6,45.27
43,2016-11-11,tenor_1,BUY,0.6,44.66
44,2016-11-16,tenor_1,SELL,0.6,45.81
45,2016-11-28,tenor_1,BUY,0.6,46.06
46,2016-11-29,tenor_1,SELL,0.6,47.08
47,2016-11-30,tenor_1,BUY,0.6,45.23
48,2016-12-01,tenor_1,SELL,0.6,49.44
