,date,portfolio_value,daily_pnl,num_positions
0,2022-01-03,99764.675,-235.32500000000002,2
1,2022-01-04,99736.1352689209,-28.53973107909411,2
2,2022-01-05,99742.75303082347,6.617761902564439,2
3,2022-01-06,99690.85074520334,-51.90228562013496,2
4,2022-01-07,97533.38871969556,-2157.4620255077816,2
5,2022-01-10,96006.31326602098,-1527.0754536745771,2
6,2022-01-11,92090.32273624891,-3915.9905297720748,2
7,2022-01-12,92231.78560745846,141.46287120954133,2
8,2022-01-13,88111.75344023605,-4120.032167222403,2
9,2022-01-14,83052.9590639392,-5058.794376296846,2
10,2022-01-18,77299.90609329188,-5753.052970647317,2
11,2022-01-19,71205.94049047661,-6093.965602815274,2
12,2022-01-20,65625.46991250351,-5580.470577973096,2
13,2022-01-21,61059.934636385835,-4565.535276117678,2
14,2022-01-24,57365.90019284089,-3694.034443544944,2
15,2022-01-25,57510.34223695367,144.44204411278065,2
16,2022-01-26,57403.915363861015,-106.42687309265932,2
17,2022-01-27,52761.441638576645,-4642.473725284371,2
18,2022-01-28,48045.60367098992,-4715.837967586728,2
19,2022-01-31,48100.36790176838,54.7642307784613,2
20,2022-02-01,48267.26511912218,166.89721735379612,2
21,2022-02-02,44025.83124427647,-4241.433874845711,2
22,2022-02-03,39533.91027087426,-4491.920973402216,2
23,2022-02-04,34857.91893948586,-4675.991331388395,2
24,2022-02-07,30947.8674002445,-3910.051539241361,2
25,2022-02-08,27940.12449620258,-3007.742904041918,2
26,2022-02-09,24836.795093251643,-3103.329402950939,2
27,2022-02-10,25015.66768236115,178.87258910950663,2
28,2022-02-11,25225.54506023491,209.87737787376022,2
29,2022-02-14,25192.234406288793,-33.31065394611642,2
30,2022-02-15,22235.431950573835,-2956.8024557149574,2
31,2022-02-16,19215.102479600035,-3020.3294709737984,1
32,2022-02-17,18049.738752620022,-1165.3637269800113,2
33,2022-02-18,15704.581424012671,-2345.15732860735,2
34,2022-02-22,15646.728760323424,-57.85266368924795,2
35,2022-02-23,15286.95960042899,-359.7691598944324,2
36,2022-02-24,12825.012835100195,-2461.9467653287966,2
37,2022-02-25,12686.234112876922,-138.7787222232737,2
38,2022-02-28,12608.104050387248,-78.13006248967326,2
39,2022-03-01,12424.18385615443,-183.920194232818,2
40,2022-03-02,9130.823793205223,-3293.3600629492066,2
41,2022-03-03,6901.616967719277,-2229.206825485946,2
42,2022-03-04,4798.114646977847,-2103.50232074143,2
43,2022-03-07,3172.394663765272,-1625.7199832125748,2
44,2022-03-08,1986.2391720055016,-1186.1554917597705,2
45,2022-03-09,1488.1196479840455,-498.119524021456,2
46,2022-03-10,475.5184061864758,-1012.6012417975697,2
47,2022-03-11,598.7162348332813,123.19782864680558,2
48,2022-03-14,389.86957474544613,-208.84666008783518,2
49,2022-03-15,72.38975378793259,-317.47982095751354,2
50,2022-03-16,83.03723791787147,10.647484129938872,2
51,2022-03-17,100.56948189164663,17.532243973775163,2
52,2022-03-18,-511.7216827158728,-612.2911646075195,2
53,2022-03-21,-367.7804939587299,143.94118875714292,2
