,date,tenor,side,quantity,price
0,2022-01-03,tenor_1,SELL,0.3,75.21
1,2022-03-10,tenor_1,BUY,0.6,108.7
2,2022-03-14,tenor_1,SELL,0.6,109.33
3,2022-03-15,tenor_1,BUY,0.6,103.01
4,2022-03-18,tenor_1,SELL,0.6,102.98
5,2022-03-30,tenor_1,BUY,0.6,104.24
6,2022-03-31,tenor_1,SELL,0.6,107.82
7,2022-04-01,tenor_1,BUY,0.6,100.28
8,2022-04-05,tenor_1,SELL,0.6,103.28
9,2022-04-07,tenor_1,BUY,0.6,96.23
10,2022-04-11,tenor_1,SELL,0.6,98.26
11,2022-04-12,tenor_1,BUY,0.6,94.29
12,2022-04-13,tenor_1,SELL,0.6,100.6
13,2022-04-26,tenor_1,BUY,0.6,98.54
14,2022-04-27,tenor_1,SELL,0.6,101.7
15,2022-05-04,tenor_1,BUY,0.6,102.41
16,2022-05-05,tenor_1,SELL,0.6,107.81
17,2022-05-10,tenor_1,BUY,0.6,103.09
18,2022-05-12,tenor_1,SELL,0.6,105.71
19,2022-05-19,tenor_1,BUY,0.6,109.59
20,2022-05-20,tenor_1,SELL,0.6,112.21
21,2022-06-16,tenor_1,BUY,0.6,115.31
22,2022-06-17,tenor_1,SELL,0.6,117.59
23,2022-06-21,tenor_1,BUY,0.6,109.56
24,2022-06-27,tenor_1,SELL,0.6,107.62
25,2022-07-06,tenor_1,BUY,0.6,99.5
26,2022-07-11,tenor_1,SELL,0.6,104.79
27,2022-07-13,tenor_1,BUY,0.6,95.84
28,2022-07-18,tenor_1,SELL,0.6,97.59
29,2022-08-02,tenor_1,BUY,0.6,93.89
30,2022-08-09,tenor_1,SELL,0.6,90.76
31,2022-08-16,tenor_1,BUY,0.6,89.41
32,2022-08-18,tenor_1,SELL,0.6,88.11
33,2022-09-01,tenor_1,BUY,0.6,89.55
34,2022-09-12,tenor_1,SELL,0.6,86.79
35,2022-09-16,tenor_1,BUY,0.6,85.1
36,2022-09-19,tenor_1,SELL,0.6,85.11
37,2022-09-22,tenor_1,BUY,0.3,82.94
38,2022-09-23,tenor_1,SELL,0.3,83.49
39,2022-09-26,tenor_1,BUY,0.6,78.74
40,2022-09-28,tenor_1,SELL,0.6,78.5
41,2022-10-19,tenor_1,BUY,0.6,82.82
42,2022-10-20,tenor_1,SELL,0.6,85.55
43,2022-11-10,tenor_1,BUY,0.6,85.83
44,2022-11-11,tenor_1,SELL,0.6,86.47
45,2022-11-18,tenor_1,BUY,0.6,81.64
46,2022-11-23,tenor_1,SELL,0.6,80.95
47,2022-11-25,tenor_1,BUY,0.6,77.94
48,2022-11-29,tenor_1,SELL,0.3,77.24
49,2022-11-30,tenor_1,SELL,0.3,78.2
50,2022-12-06,tenor_1,BUY,0.6,76.93
51,2022-12-13,tenor_1,SELL,0.6,73.17
52,2023-01-05,tenor_1,BUY,0.6,72.84
53,2023-01-09,tenor_1,SELL,0.6,73.77
54,2023-02-06,tenor_1,BUY,0.6,73.39
55,2023-02-07,tenor_1,SELL,0.6,74.11
56,2023-02-23,tenor_1,BUY,0.6,73.95
57,2023-02-24,tenor_1,SELL,0.6,75.39
58,2023-03-15,tenor_1,BUY,0.6,71.33
59,2023-03-21,tenor_1,SELL,0.6,67.64
60,2023-04-20,tenor_1,BUY,0.3,79.16
61,2023-04-21,tenor_1,BUY,0.3,77.29
62,2023-04-24,tenor_1,SELL,0.6,77.87
63,2023-04-26,tenor_1,BUY,0.3,77.07
64,2023-04-27,tenor_1,BUY,0.3,74.3
65,2023-05-01,tenor_1,SELL,0.6,76.78
66,2023-05-03,tenor_1,BUY,0.6,71.66
67,2023-05-08,tenor_1,SELL,0.6,71.34
68,2023-05-15,tenor_1,BUY,0.3,70.04
69,2023-05-16,tenor_1,SELL,0.3,71.11
70,2023-05-31,tenor_1,BUY,0.6,69.46
71,2023-06-02,tenor_1,SELL,0.6,70.1
72,2023-06-13,tenor_1,BUY,0.6,67.12
73,2023-06-14,tenor_1,SELL,0.6,69.42
74,2023-06-28,tenor_1,BUY,0.6,67.7
75,2023-06-29,tenor_1,SELL,0.6,69.56
76,2023-08-17,tenor_1,BUY,0.6,79.38
77,2023-08-18,tenor_1,SELL,0.6,80.39
78,2023-10-03,tenor_1,BUY,0.6,88.82
79,2023-10-10,tenor_1,SELL,0.6,86.38
80,2023-10-12,tenor_1,BUY,0.6,83.49
81,2023-10-13,tenor_1,SELL,0.6,82.91
82,2023-10-25,tenor_1,BUY,0.6,83.74
83,2023-10-26,tenor_1,SELL,0.6,85.39
84,2023-10-27,tenor_1,BUY,0.3,83.21
85,2023-10-30,tenor_1,SELL,0.3,85.54
86,2023-10-31,tenor_1,BUY,0.3,82.31
87,2023-11-01,tenor_1,SELL,0.3,81.02
88,2023-11-02,tenor_1,BUY,0.6,80.44
89,2023-11-03,tenor_1,SELL,0.6,82.46
90,2023-11-08,tenor_1,BUY,0.6,77.37
91,2023-11-13,tenor_1,SELL,0.6,77.17
92,2023-11-17,tenor_1,BUY,0.6,72.9
93,2023-11-20,tenor_1,SELL,0.6,75.89
94,2023-12-04,tenor_1,BUY,0.6,74.07
95,2023-12-11,tenor_1,SELL,0.6,71.23
96,2023-12-13,tenor_1,BUY,0.6,68.61
97,2023-12-14,tenor_1,SELL,0.6,69.47
98,2024-01-03,tenor_1,BUY,0.3,70.38
99,2024-01-04,tenor_1,SELL,0.3,72.7
100,2024-02-02,tenor_1,BUY,0.6,73.82
101,2024-02-06,tenor_1,SELL,0.6,72.78
102,2024-04-18,tenor_1,BUY,0.3,82.69
103,2024-04-19,tenor_1,SELL,0.3,82.73
104,2024-05-02,tenor_1,BUY,0.6,79.0
105,2024-05-07,tenor_1,SELL,0.6,78.48
106,2024-06-04,tenor_1,BUY,0.6,74.22
107,2024-06-06,tenor_1,SELL,0.6,74.07
108,2024-07-22,tenor_1,BUY,0.6,80.13
109,2024-07-25,tenor_1,SELL,0.6,77.59
110,2024-07-30,tenor_1,BUY,0.6,75.81
111,2024-08-01,tenor_1,SELL,0.6,77.91
112,2024-08-05,tenor_1,BUY,0.6,73.52
113,2024-08-08,tenor_1,SELL,0.6,75.23
114,2024-08-20,tenor_1,BUY,0.6,74.37
115,2024-08-23,tenor_1,SELL,0.6,73.01
116,2024-09-04,tenor_1,BUY,0.6,70.34
117,2024-09-13,tenor_1,SELL,0.6,68.97
118,2024-09-27,tenor_1,BUY,0.6,67.67
119,2024-09-30,tenor_1,SELL,0.3,68.18
120,2024-10-01,tenor_1,SELL,0.3,68.17
121,2024-10-16,tenor_1,BUY,0.6,70.58
122,2024-10-18,tenor_1,SELL,0.6,70.67
123,2024-10-21,tenor_1,BUY,0.6,69.22
124,2024-10-22,tenor_1,SELL,0.6,70.56
125,2024-10-29,tenor_1,BUY,0.6,67.38
126,2024-10-31,tenor_1,SELL,0.6,68.61
127,2024-11-12,tenor_1,BUY,0.6,68.04
128,2024-11-13,tenor_1,SELL,0.3,68.12
129,2024-11-14,tenor_1,SELL,0.3,68.43
130,2024-11-18,tenor_1,BUY,0.3,67.02
131,2024-11-19,tenor_1,SELL,0.3,69.16
