,date,tenor,side,quantity,price
0,2011-06-01,tenor_1,BUY,0.3,102.7
1,2012-07-02,tenor_1,SELL,0.6,84.96
2,2012-07-03,tenor_1,BUY,0.6,83.75
3,2012-07-05,tenor_1,SELL,0.6,87.66
4,2012-07-06,tenor_1,BUY,0.6,87.22
5,2013-04-26,tenor_1,SELL,0.6,93.64
6,2013-04-30,tenor_1,BUY,0.6,94.5
