,date,portfolio_value,daily_pnl,num_positions
0,2024-07-01,100000.0,0.0,1
1,2024-07-02,100205.0851523147,205.0851523147001,1
2,2024-07-03,99816.65582815224,-388.42932416245253,1
3,2024-07-05,100073.69442685135,257.03859869910303,1
4,2024-07-08,100373.33788419004,299.64345733869624,1
5,2024-07-09,100709.82569247422,336.48780828417836,1
6,2024-07-10,100453.75231182882,-256.0733806454001,1
7,2024-07-11,100262.87794690013,-190.87436492868886,1
8,2024-07-12,100412.14366933379,149.26572243365925,1
9,2024-07-15,100522.07059951551,109.92693018173019,1
10,2024-07-16,100945.46352292942,423.39292341390023,1
11,2024-07-17,100161.748742978,-783.7147799514181,1
12,2024-07-18,100172.62931918424,10.880576206237958,1
13,2024-07-19,101148.71374155302,976.0844223687727,1
14,2024-07-22,101281.2560470923,132.54230553928343,1
15,2024-07-23,102355.25883746383,1074.0027903715259,1
16,2024-07-24,102103.89262228346,-251.36621518036557,1
17,2024-07-25,101831.4927540941,-272.39986818936165,1
18,2024-07-26,102268.58245216993,437.0896980758283,1
19,2024-07-29,102805.37322320581,536.7907710358822,1
20,2024-07-30,103244.74719661722,439.3739734114066,1
21,2024-07-31,101926.7291472987,-1318.0180493185126,1
22,2024-08-01,102554.69513357393,627.96598627523,1
23,2024-08-02,103679.55792779227,1124.8627942183389,1
24,2024-08-05,103924.93664214802,245.37871435576292,1
25,2024-08-06,103813.8022157964,-111.13442635162635,1
26,2024-08-07,102950.10541867318,-863.6967971232249,1
27,2024-08-08,102555.9856478294,-394.11977084378276,1
28,2024-08-09,102293.50478155656,-262.4808662728283,1
29,2024-08-12,101007.51407855054,-1285.990703006034,1
30,2024-08-13,101654.73934363043,647.2252650798981,1
31,2024-08-14,102187.98883782611,533.2494941956842,1
32,2024-08-15,101718.06745501772,-469.9213828083935,1
33,2024-08-16,102307.60538435655,589.5379293388263,1
34,2024-08-19,103220.56562027175,912.9602359151979,1
35,2024-08-20,103357.97097184371,137.40535157196118,1
36,2024-08-21,104241.6229927132,883.6520208694907,1
37,2024-08-22,103772.07918832505,-469.54380438814354,1
38,2024-08-23,102996.02720590038,-776.0519824246722,1
39,2024-08-26,101926.56424800935,-1069.4629578910171,1
40,2024-08-27,102673.04270226693,746.478454257573,1
41,2024-08-28,103084.93111665575,411.8884143888124,1
42,2024-08-29,102508.08709792727,-576.8440187284707,1
43,2024-08-30,103464.16305189028,956.0759539630141,1
44,2024-09-03,104818.83319490823,1354.670143017948,1
45,2024-09-04,105328.47267390537,509.639478997138,1
46,2024-09-05,105351.30399023643,22.831316331048182,1
47,2024-09-06,106027.74620240802,676.442212171586,1
48,2024-09-09,105538.89358211614,-488.85262029186964,1
49,2024-09-10,106902.86589329237,1363.9723111762341,1
50,2024-09-11,106141.94511400627,-760.9207792860988,1
51,2024-09-12,105356.64294988838,-785.3021641178905,1
52,2024-09-13,105503.28986482516,146.64691493677154,1
53,2024-09-16,104839.37986888044,-663.9099959447121,1
54,2024-09-17,104345.77171712226,-493.60815175816987,1
55,2024-09-18,104468.89357165575,123.12185453347816,1
56,2024-09-19,104009.23633298198,-459.6572386737654,1
57,2024-09-20,104022.24652237735,13.010189395368837,1
58,2024-09-23,104694.80415075479,672.5576283774402,1
59,2024-09-24,104163.66808308648,-531.1360676683149,1
60,2024-09-25,104980.26699022192,816.5989071354345,1
61,2024-09-26,105893.13887709341,912.871886871492,1
62,2024-09-27,105653.7174163546,-239.42146073881543,1
63,2024-09-30,105658.36630389126,4.6488875366578775,1
64,2024-10-01,104886.50380690816,-771.8624969830943,1
65,2024-10-02,104764.83966816608,-121.66413874208217,1
66,2024-10-03,103146.29014804306,-1618.5495201230224,1
67,2024-10-04,102865.02024816847,-281.269899874596,1
68,2024-10-07,101719.92429810819,-1145.0959500602798,1
69,2024-10-08,103132.18821985144,1412.2639217432466,1
70,2024-10-09,103270.96879119526,138.78057134382547,1
71,2024-10-10,102166.91132855865,-1104.0574626366147,1
72,2024-10-11,102284.0968432005,117.18551464185067,1
73,2024-10-14,102986.65701077093,702.5601675704218,1
74,2024-10-15,104346.7002260696,1360.0432152986814,1
75,2024-10-16,104430.97001797787,84.26979190827187,1
76,2024-10-17,104306.34718118983,-124.62283678803823,1
77,2024-10-18,104948.39134453805,642.0441633482051,1
78,2024-10-21,104338.89620844292,-609.4951360951212,1
79,2024-10-22,103660.16104178086,-678.7351666620634,1
80,2024-10-23,104229.58015362086,569.4191118399983,1
81,2024-10-24,104485.84618367215,256.2660300512941,1
82,2024-10-25,103775.77710503401,-710.0690786381482,1
83,2024-10-28,105684.16420142082,1908.387096386809,1
84,2024-10-29,105764.1566676463,79.99246622547636,1
85,2024-10-30,105103.22904079892,-660.92762684737,1
86,2024-10-31,104804.50976280801,-298.7192779909031,1
