,date,tenor,side,quantity,price
0,2019-01-02,tenor_1,BUY,0.3,45.41
1,2019-08-14,tenor_1,SELL,0.6,57.1
2,2019-08-15,tenor_1,BUY,0.6,55.23
3,2019-09-17,tenor_1,SELL,0.6,62.9
4,2019-09-18,tenor_1,BUY,0.6,59.34
5,2020-04-03,tenor_1,SELL,0.6,25.32
6,2020-04-07,tenor_1,BUY,0.6,26.08
7,2020-04-22,tenor_1,SELL,0.3,10.01
8,2020-07-16,tenor_1,SELL,0.3,41.2
9,2020-07-20,tenor_1,BUY,0.6,40.59
10,2020-07-21,tenor_1,SELL,0.6,40.81
11,2020-07-24,tenor_1,BUY,0.6,41.07
12,2020-07-28,tenor_1,SELL,0.6,41.6
13,2020-07-29,tenor_1,BUY,0.6,41.04
14,2020-08-05,tenor_1,SELL,0.6,41.7
15,2020-08-07,tenor_1,BUY,0.3,41.95
16,2020-08-10,tenor_1,BUY,0.3,41.22
17,2020-08-13,tenor_1,SELL,0.6,42.67
18,2020-08-14,tenor_1,BUY,0.6,42.24
19,2020-09-17,tenor_1,SELL,0.6,40.16
20,2020-09-22,tenor_1,BUY,0.6,39.31
21,2020-10-07,tenor_1,SELL,0.6,40.67
22,2020-10-08,tenor_1,BUY,0.6,39.95
23,2020-10-09,tenor_1,SELL,0.6,41.19
24,2020-10-12,tenor_1,BUY,0.6,40.6
25,2020-11-05,tenor_1,SELL,0.6,39.15
26,2020-11-06,tenor_1,BUY,0.6,38.79
27,2020-11-10,tenor_1,SELL,0.6,40.29
28,2020-11-13,tenor_1,BUY,0.6,41.12
29,2020-11-24,tenor_1,SELL,0.6,43.06
30,2020-12-01,tenor_1,BUY,0.6,45.34
31,2020-12-07,tenor_1,SELL,0.6,46.26
32,2020-12-08,tenor_1,BUY,0.6,45.76
33,2020-12-11,tenor_1,SELL,0.3,46.78
34,2020-12-14,tenor_1,BUY,0.3,46.57
35,2020-12-16,tenor_1,SELL,0.3,47.62
36,2020-12-17,tenor_1,BUY,0.3,47.82
37,2020-12-18,tenor_1,SELL,0.6,48.36
38,2020-12-22,tenor_1,BUY,0.6,47.74
39,2021-01-06,tenor_1,SELL,0.6,49.93
40,2021-01-14,tenor_1,BUY,0.3,52.91
41,2021-01-15,tenor_1,SELL,0.3,53.57
42,2021-01-19,tenor_1,BUY,0.6,52.36
43,2021-02-03,tenor_1,SELL,0.6,54.76
44,2021-02-12,tenor_1,BUY,0.6,58.24
45,2021-02-16,tenor_1,SELL,0.6,59.47
46,2021-02-19,tenor_1,BUY,0.3,60.52
47,2021-02-22,tenor_1,BUY,0.3,59.24
48,2021-02-23,tenor_1,SELL,0.6,61.49
49,2021-03-01,tenor_1,BUY,0.6,61.5
50,2021-03-05,tenor_1,SELL,0.6,63.83
51,2021-03-10,tenor_1,BUY,0.6,64.01
52,2021-03-12,tenor_1,SELL,0.6,66.02
53,2021-03-15,tenor_1,BUY,0.6,65.61
54,2021-03-30,tenor_1,SELL,0.3,61.56
55,2021-03-31,tenor_1,BUY,0.3,60.55
56,2021-04-15,tenor_1,SELL,0.6,63.15
57,2021-04-20,tenor_1,BUY,0.6,63.38
58,2021-04-29,tenor_1,SELL,0.3,63.86
59,2021-04-30,tenor_1,SELL,0.3,65.01
60,2021-05-03,tenor_1,BUY,0.6,63.58
61,2021-05-05,tenor_1,SELL,0.6,65.69
62,2021-05-06,tenor_1,BUY,0.6,65.63
63,2021-05-25,tenor_1,SELL,0.6,66.05
64,2021-05-27,tenor_1,BUY,0.6,66.21
65,2021-05-28,tenor_1,SELL,0.3,66.85
66,2021-06-01,tenor_1,BUY,0.3,66.32
67,2021-06-02,tenor_1,SELL,0.6,67.72
68,2021-06-08,tenor_1,BUY,0.6,69.23
69,2021-06-09,tenor_1,SELL,0.6,70.05
70,2021-06-10,tenor_1,BUY,0.6,69.96
71,2021-06-14,tenor_1,SELL,0.6,70.91
72,2021-06-18,tenor_1,BUY,0.6,71.04
73,2021-06-21,tenor_1,SELL,0.6,71.64
74,2021-06-29,tenor_1,BUY,0.6,72.91
75,2021-07-01,tenor_1,SELL,0.6,73.47
76,2021-07-07,tenor_1,BUY,0.6,73.37
77,2021-07-12,tenor_1,SELL,0.6,74.56
78,2021-07-15,tenor_1,BUY,0.6,73.13
79,2021-07-23,tenor_1,SELL,0.6,71.91
80,2021-07-28,tenor_1,BUY,0.6,71.65
81,2021-07-30,tenor_1,SELL,0.6,73.62
82,2021-08-03,tenor_1,BUY,0.6,71.26
83,2021-08-25,tenor_1,SELL,0.6,67.54
84,2021-08-27,tenor_1,BUY,0.6,67.42
85,2021-08-30,tenor_1,SELL,0.6,68.74
86,2021-08-31,tenor_1,BUY,0.6,69.21
87,2021-09-16,tenor_1,SELL,0.6,72.61
88,2021-09-20,tenor_1,BUY,0.6,71.97
89,2021-09-24,tenor_1,SELL,0.6,73.3
90,2021-09-29,tenor_1,BUY,0.6,75.29
91,2021-10-05,tenor_1,SELL,0.6,77.62
92,2021-10-07,tenor_1,BUY,0.6,77.43
93,2021-10-11,tenor_1,SELL,0.6,79.35
94,2021-10-14,tenor_1,BUY,0.3,80.44
95,2021-10-15,tenor_1,SELL,0.3,81.31
96,2021-10-22,tenor_1,BUY,0.6,82.5
97,2021-10-25,tenor_1,SELL,0.6,83.76
98,2021-10-28,tenor_1,BUY,0.6,82.66
99,2021-11-01,tenor_1,SELL,0.3,83.57
100,2021-11-02,tenor_1,SELL,0.3,84.05
101,2021-11-04,tenor_1,BUY,0.6,80.86
102,2021-11-09,tenor_1,SELL,0.6,81.93
103,2021-11-11,tenor_1,BUY,0.6,81.34
104,2021-12-08,tenor_1,SELL,0.6,72.05
105,2021-12-10,tenor_1,BUY,0.6,70.94
106,2021-12-23,tenor_1,SELL,0.6,72.76
107,2022-01-03,tenor_1,BUY,0.6,75.21
108,2022-01-06,tenor_1,SELL,0.6,77.85
109,2022-01-11,tenor_1,BUY,0.6,78.23
110,2022-01-12,tenor_1,SELL,0.6,81.22
111,2022-01-24,tenor_1,BUY,0.6,85.14
112,2022-01-26,tenor_1,SELL,0.6,85.6
113,2022-01-28,tenor_1,BUY,0.6,86.61
