,Valor
Retorno Médio Diário,3.593176463465352e-05
Volatilidade Diária,0.0061745299503997465
Sharpe Ratio (diário),0.005819352229772123
VaR 95% (diário),-0.009298102559629174
Max Drawdown,-0.0932517682892291
Dias Positivos,109.0
Dias Negativos,99.0
