,Total Return (%),Annual Return (%),Volatility (%),Sharpe Ratio,Win Rate (%),Trades Per Day,Alpha (%),Beta,Skewness,Kurtosis
Schwartz-Smith Tenor 1,23.69094532575491,23.69094532575491,10.366858167253508,1.6295170135026638,54.980079681274894,0.36507936507936506,13.69094532575491,1.2,-1.197491468381283,5.95979375122063
Schwartz-Smith Tenor 2,-3.8433050462154617,-3.8433050462154617,9.693019908378892,-0.8736260590302114,41.43426294820717,0.40476190476190477,-13.843305046215463,0.8,0.8870729212104584,4.6764676294033425
Buy & Hold Benchmark,15.0,5.0,20.0,0.25,-,-,0,1.0,-,-
Risk-Free Rate (5%),15.0,5.0,0.0,-,100,-,0,0,-,-
