,Valor
Retorno Médio Diário,-0.00036420449613751543
Volatilidade Diária,0.005884672690577212
Sharpe Ratio (diário),-0.061890357423055174
VaR 95% (diário),-0.00937370176228497
Max Drawdown,-0.15741518025704299
Dias Positivos,132.0
Dias Negativos,117.0
