,date,portfolio_value,daily_pnl,num_positions
0,2024-05-01,100000.0,0.0,1
1,2024-05-02,99915.8058485139,-84.19415148610237,1
2,2024-05-03,99661.44865183966,-254.3571966742404,1
3,2024-05-06,99794.79509350256,133.34644166290246,1
4,2024-05-07,99732.21823583102,-62.57685767153213,1
5,2024-05-08,99581.10881426159,-151.10942156943858,1
6,2024-05-09,99473.87861812276,-107.23019613883345,1
7,2024-05-10,99861.67020501029,387.7915868875292,1
8,2024-05-13,99655.40923623319,-206.2609687771034,1
9,2024-05-14,100006.88104903852,351.4718128053353,1
10,2024-05-15,99872.13033531622,-134.7507137223027,1
11,2024-05-16,99683.85175728227,-188.2785780339462,1
12,2024-05-17,99428.86604304783,-254.98571423443363,1
13,2024-05-20,99524.7667116533,95.90066860546723,1
14,2024-05-21,99820.80860522875,296.04189357545977,1
15,2024-05-22,100174.9026898081,354.094084579356,1
16,2024-05-23,100373.05084897476,198.148159166656,1
17,2024-05-24,100091.76943804105,-281.2814109337051,1
18,2024-05-28,99323.89541531864,-767.874022722425,1
19,2024-05-29,99543.25239165738,219.35697633875014,1
20,2024-05-30,100164.8023647249,621.549973067523,1
21,2024-05-31,100252.9023619184,88.09999719350145,1
22,2024-06-03,101454.16845490978,1201.266092991378,1
23,2024-06-04,101778.93760308025,324.76914817046185,1
24,2024-06-05,102129.49199343142,350.5543903511649,1
25,2024-06-06,102698.4896020671,568.9976086356742,1
26,2024-06-07,102794.92614545205,96.43654338493822,1
27,2024-06-10,102016.41144480262,-778.5147006494232,1
28,2024-06-11,101907.68392066078,-108.72752414183505,1
29,2024-06-12,101653.90990308492,-253.77401757586424,1
30,2024-06-13,101598.52944369461,-55.380459390299386,1
31,2024-06-14,101646.41273853816,47.88329484355139,1
32,2024-06-17,101044.80179894551,-601.6109395926524,1
33,2024-06-18,100656.2140745199,-388.587724425618,1
34,2024-06-20,100521.7384105741,-134.4756639458027,1
35,2024-06-21,100687.1049385859,165.36652801179505,1
36,2024-06-24,100414.24335668991,-272.86158189598535,1
37,2024-06-25,100764.48487519947,350.2415185095562,1
38,2024-06-26,100679.1414695882,-85.34340561126986,1
39,2024-06-27,100275.24391671314,-403.897552875065,1
40,2024-06-28,100268.27955204708,-6.9643646660507335,1
41,2024-07-01,100202.13799511541,-66.14155693168036,1
42,2024-07-02,100327.10140046728,124.96340535187426,1
43,2024-07-03,99943.19667572058,-383.90472474669224,1
44,2024-07-05,100217.82877100537,274.632095284783,1
45,2024-07-08,100492.28711880672,274.45834780134624,1
46,2024-07-09,100875.5055198312,383.2184010244872,1
47,2024-07-10,100725.37188298383,-150.13363684737527,1
48,2024-07-11,100611.71843092969,-113.65345205414236,1
49,2024-07-12,100742.49010242657,130.77167149687898,1
50,2024-07-15,100806.46863312786,63.97853070129553,1
51,2024-07-16,101205.65512058491,399.1864874570506,1
52,2024-07-17,100716.12579628255,-489.5293243023591,1
53,2024-07-18,100705.47176322935,-10.654033053201678,1
54,2024-07-19,101585.80158336615,880.3298201367971,1
55,2024-07-22,101669.13058384118,83.32900047503155,1
56,2024-07-23,101154.61568756131,-514.5148962798771,1
57,2024-07-24,101416.83602201863,262.2203344573182,1
58,2024-07-25,101661.0897061743,244.2536841556694,1
59,2024-07-26,102120.21226743079,459.1225612564911,1
60,2024-07-29,102629.99515869554,509.7828912647516,1
61,2024-07-30,103072.30749674706,442.3123380515182,1
62,2024-07-31,103894.2118182587,821.9043215116438,1
63,2024-08-01,103429.35804899986,-464.8537692588374,1
64,2024-08-02,104486.80357331873,1057.4455243188731,1
65,2024-08-05,104693.43377702551,206.63020370678177,1
