,date,tenor,side,quantity,price
0,2024-05-01,tenor_1,BUY,0.3,81.93
1,2024-06-18,tenor_1,SELL,0.6,80.33
2,2024-06-24,tenor_1,BUY,0.6,80.73
3,2024-08-12,tenor_1,SELL,0.3,76.84
4,2024-08-13,tenor_1,SELL,0.3,80.06
5,2024-08-14,tenor_1,BUY,0.6,78.35
6,2024-08-27,tenor_1,SELL,0.6,77.42
7,2024-08-28,tenor_1,BUY,0.6,75.53
8,2024-09-18,tenor_1,SELL,0.6,71.19
9,2024-09-19,tenor_1,BUY,0.6,70.91
10,2024-09-20,tenor_1,SELL,0.3,71.95
11,2024-09-23,tenor_1,BUY,0.3,71.92
12,2024-10-04,tenor_1,SELL,0.6,73.71
13,2024-10-09,tenor_1,BUY,0.6,73.57
14,2024-10-11,tenor_1,SELL,0.6,75.85
15,2024-10-14,tenor_1,BUY,0.6,75.56
