,Total Return (%),Annual Return (%),Volatility (%),Sharpe Ratio,Win Rate (%),Trades Per Day,Alpha (%),Beta,Skewness,Kurtosis
Schwartz-Smith Tenor 1,5.768605919128311,5.768605919128311,8.5894133514149,0.11630794035747381,50.199203187250994,0.49603174603174605,-4.23139408087169,1.2,-0.25701797059381754,0.31857507432128873
Schwartz-Smith Tenor 2,8.400962215571607,8.400962215571607,7.863777345801442,0.43333096557785517,52.191235059760956,0.4523809523809524,-1.5990377844283934,0.8,0.36907512836794243,1.3876423556534379
Buy & Hold Benchmark,15.0,5.0,20.0,0.25,-,-,0,1.0,-,-
Risk-Free Rate (5%),15.0,5.0,0.0,-,100,-,0,0,-,-
