,Total Return (%),Annual Return (%),Volatility (%),Sharpe Ratio,Win Rate (%),Trades Per Day,Alpha (%),Beta,Skewness,Kurtosis
Schwartz-Smith Tenor 1,-15.524895995120136,-15.524895995120136,7.168100630456226,-3.0239187582318996,45.41832669322709,0.38095238095238093,-25.524895995120133,1.2,-1.327104369479037,7.848409052798413
Schwartz-Smith Tenor 2,0.4129641358019409,0.4129641358019409,6.30256870728622,-0.6963814138273423,51.39442231075697,0.29365079365079366,-9.587035864198059,0.8,1.1258423046145176,11.74993828576601
Buy & Hold Benchmark,15.0,5.0,20.0,0.25,-,-,0,1.0,-,-
Risk-Free Rate (5%),15.0,5.0,0.0,-,100,-,0,0,-,-
