date,t,pnl_day,pnl_cum
2020-07-29,150,-11.50261896277445,-11.50261896277445
2020-07-30,151,4.389391376304826,-7.113227586469624
2020-07-31,152,-5.894337674093084,-13.007565260562707
2020-08-03,153,3.30515436113129,-9.702410899431417
2020-08-04,154,-7.44002919175394,-17.142440091185357
2020-08-05,155,-7.756658516287079,-24.899098607472435
2020-08-06,156,2.6160216300114985,-22.283076977460937
2020-08-07,157,0.15495559562676298,-22.128121381834173
2020-08-10,158,-10.612895507626435,-32.74101688946061
2020-08-11,159,-4.370408392277712,-37.11142528173832
2020-08-12,160,0.9421674092568388,-36.16925787248148
2020-08-13,161,-4.238060198750185,-40.407318071231664
2020-08-14,162,4.717932103692686,-35.68938596753898
2020-08-17,163,0.24042726977114448,-35.448958697767836
2020-08-18,164,-2.7540387830425517,-38.20299748081039
2020-08-19,165,-3.5047411920616485,-41.70773867287204
2020-08-20,166,4.633148078231024,-37.074590594641016
2020-08-21,167,-5.682815363948734,-42.75740595858975
2020-08-24,168,-6.346897029471884,-49.10430298806163
2020-08-25,169,7.496700125185437,-41.6076028628762
2020-08-26,170,-4.090890527945044,-45.69849339082124
2020-08-27,171,-1.809877129340505,-47.50837052016175
2020-08-28,172,4.817086467668833,-42.69128405249292
2020-08-31,173,0.9434640836318919,-41.74781996886102
2020-09-01,174,1.4828877646726686,-40.264932204188355
2020-09-02,175,3.75166195000012,-36.513270254188235
2020-09-03,176,0.5232254307526268,-35.99004482343561
2020-09-04,177,-6.013734215274891,-42.003779038710505
2020-09-07,178,-1.670759306649369,-43.67453834535987
2020-09-08,179,0.7827214065637093,-42.89181693879616
2020-09-09,180,2.5095402329889342,-40.38227670580723
2020-09-10,181,-3.1961673157904134,-43.57844402159764
2020-09-11,182,-1.0162288413748277,-44.594672862972466
2020-09-14,183,-1.5750363349643555,-46.16970919793682
2020-09-15,184,-1.438468124747434,-47.608177322684256
2020-09-16,185,-1.8855499558412097,-49.49372727852546
2020-09-17,186,1.0886401992928398,-48.40508707923262
2020-09-18,187,-8.213049042544903,-56.618136121777525
2020-09-21,188,-15.18269486044304,-71.80083098222056
2020-09-22,189,0.5747107383594804,-71.22612024386108
2020-09-23,190,-15.555234925139201,-86.78135516900028
2020-09-24,191,3.767166783955278,-83.014188385045
2020-09-25,192,8.244570985986563,-74.76961739905843
2020-09-28,193,5.900590965400642,-68.8690264336578
2020-09-29,194,-0.5967650273086866,-69.46579146096649
2020-09-30,195,-7.149162745288325,-76.61495420625481
2020-10-01,196,4.330546299639553,-72.28440790661526
2020-10-02,197,5.73989603885882,-66.54451186775644
2020-10-05,198,-4.303110439906728,-70.84762230766317
2020-10-06,199,4.157646897566011,-66.68997541009716
2020-10-07,200,2.2642348746585785,-64.42574053543858
2020-10-08,201,2.0383638039725778,-62.387376731466
2020-10-09,202,1.2529843977199118,-61.134392333746085
2020-10-12,203,3.645166627751862,-57.48922570599422
2020-10-13,204,2.009326644058116,-55.47989906193611
2020-10-14,205,0.5321758218074428,-54.94772324012867
2020-10-15,206,-3.275015800409029,-58.2227390405377
2020-10-16,207,5.7522351661686155,-52.47050387436908
2020-10-19,208,-2.3832958453802435,-54.853799719749325
2020-10-20,209,-11.624072524071082,-66.4778722438204
2020-10-21,210,-0.9207858108430784,-67.39865805466349
2020-10-22,211,-12.09565059220938,-79.49430864687287
2020-10-23,212,1.8308355653746635,-77.6634730814982
2020-10-26,213,-4.955412509873203,-82.6188855913714
2020-10-27,214,7.366428389421001,-75.25245720195039
2020-10-28,215,-6.659208556307465,-81.91166575825785
2020-10-29,216,5.623445838546353,-76.28821991971151
2020-10-30,217,-1.5158670913430292,-77.80408701105453
2020-11-02,218,-5.983925558275367,-83.78801256932991
2020-11-03,219,-12.19287316267344,-95.98088573200334
2020-11-04,220,7.521538130131464,-88.45934760187188
2020-11-05,221,-3.7882662830087175,-92.24761388488061
2020-11-06,222,5.077680588662693,-87.16993329621792
2020-11-09,223,6.363270477585884,-80.80666281863203
2020-11-10,224,-3.507997222960408,-84.31466004159245
2020-11-11,225,0.33076420869641426,-83.98389583289604
2020-11-12,226,1.278463193375893,-82.70543263952014
2020-11-13,227,5.775346264349415,-76.93008637517073
2020-11-16,228,-0.13369698060355328,-77.06378335577429
2020-11-17,229,0.21209848700738254,-76.85168486876691
2020-11-18,230,0.7731850155713396,-76.07849985319557
2020-11-19,231,-5.582696415792217,-81.66119626898778
2020-11-20,232,1.4836353178830173,-80.17756095110477
2020-11-23,233,0.5741662415283897,-79.60339470957638
2020-11-24,234,-2.1548400486074284,-81.7582347581838
2020-11-25,235,1.829289419408485,-79.92894533877532
2020-11-26,236,-3.4482158978889634,-83.37716123666428
2020-11-27,237,3.254872039295427,-80.12228919736886
2020-11-30,238,0.00868770825676779,-80.11360148911209
2020-12-01,239,-3.7849244301519693,-83.89852591926406
2020-12-02,240,-13.66093847709477,-97.55946439635883
2020-12-03,241,0.5792446650667128,-96.98021973129212
2020-12-04,242,0.9644231423426959,-96.01579658894943
2020-12-07,243,3.1355040336062716,-92.88029255534316
2020-12-08,244,3.897077888084204,-88.98321466725896
2020-12-09,245,-9.113660038428286,-98.09687470568724
2020-12-10,246,2.181803741231591,-95.91507096445565
2020-12-11,247,-4.22188471405491,-100.13695567851056
2020-12-14,248,-3.737354261213382,-103.87430993972394
2020-12-15,249,6.0023775041098695,-97.87193243561407
2020-12-16,250,2.94021160604482,-94.93172082956924
2020-12-17,251,-4.474024338763928,-99.40574516833317
2020-12-18,252,4.443071326773934,-94.96267384155924
2020-12-21,253,-0.0342113039847215,-94.99688514554396
2020-12-22,254,4.206642194896772,-90.79024295064718
2020-12-23,255,1.9002780269240525,-88.88996492372313
2020-12-24,256,-4.969835149893426,-93.85980007361655
2020-12-25,257,2.287808837536272,-91.57199123608028
2020-12-28,258,4.34098655326658,-87.2310046828137
2020-12-29,259,-4.290698788042929,-91.52170347085664
2020-12-30,260,0.7501412649553643,-90.77156220590128
2020-12-31,261,5.013813056158872,-85.75774914974241
2021-01-01,262,1.907717367814029,-83.85003178192838
2021-01-04,263,4.1729034294207,-79.67712835250768
2021-01-05,264,2.4506677365636986,-77.22646061594398
2021-01-06,265,1.0075528189600815,-76.2189077969839
2021-01-07,266,-0.6266674369608629,-76.84557523394476
2021-01-08,267,-5.471426736890951,-82.3170019708357
2021-01-11,268,5.7756327169475306,-76.54136925388818
2021-01-12,269,-0.48794456850225254,-77.02931382239044
2021-01-13,270,0.7831787782873394,-76.2461350441031
2021-01-14,271,-6.734674609495917,-82.98080965359901
2021-01-15,272,-2.1427475224479435,-85.12355717604696
2021-01-18,273,11.141349312792098,-73.98220786325486
2021-01-19,274,0.06511233184298315,-73.91709553141187
2021-01-20,275,-8.706714086458142,-82.62380961787002
2021-01-21,276,1.712044328695139,-80.91176528917488
2021-01-22,277,-6.238091813229099,-87.14985710240398
2021-01-25,278,2.796078375165182,-84.3537787272388
2021-01-26,279,-0.7988011685729334,-85.15257989581174
2021-01-27,280,-2.686425411058908,-87.83900530687065
2021-01-28,281,-2.619961067768034,-90.45896637463868
2021-01-29,282,2.082064990479653,-88.37690138415903
2021-02-01,283,-9.64463382229776,-98.02153520645679
2021-02-02,284,13.853765034625997,-84.1677701718308
2021-02-03,285,3.4684923793957374,-80.69927779243505
2021-02-04,286,5.575890473903745,-75.12338731853131
2021-02-05,287,-3.25043232015216,-78.37381963868347
2021-02-08,288,-6.047149698567694,-84.42096933725117
2021-02-09,289,0.9763639040854499,-83.44460543316572
2021-02-10,290,8.205843640146645,-75.23876179301908
2021-02-11,291,-3.6834930252744904,-78.92225481829357
2021-02-12,292,-3.2786040707854442,-82.20085888907902
2021-02-15,293,0.89935869882463,-81.30150019025439
2021-02-16,294,2.9112013277485436,-78.39029886250584
2021-02-17,295,-6.033518116197152,-84.423816978703
2021-02-18,296,-3.370652461669789,-87.7944694403728
2021-02-19,297,0.03168917981374442,-87.76278026055905
2021-02-22,298,-5.989953111350303,-93.75273337190936
2021-02-23,299,3.955293665485306,-89.79743970642406
