,Total Return (%),Annual Return (%),Volatility (%),Sharpe Ratio,Win Rate (%),Trades Per Day,Alpha (%),Beta,Skewness,Kurtosis
Schwartz-Smith Tenor 1,-94.67988922822178,-94.61784052817765,101.86610516345935,-1.2544629379135461,39.285714285714285,0.019762845849802372,-104.61784052817767,1.2,-12.262391965976846,165.67067787140434
Schwartz-Smith Tenor 2,9.04202428586187,9.00472227696747,18.30856023823559,0.29069718613133605,37.698412698412696,0.17391304347826086,-0.9952777230325296,0.8,0.4942780017029927,16.496726999224734
Buy & Hold Benchmark,15.0,5.0,20.0,0.25,-,-,0,1.0,-,-
Risk-Free Rate (5%),15.0,5.0,0.0,-,100,-,0,0,-,-
