,Total Return (%),Annual Return (%),Volatility (%),Sharpe Ratio,Win Rate (%),Trades Per Day,Alpha (%),Beta,Skewness,Kurtosis
Schwartz-Smith Tenor 1,-6.872769010999558,-6.872769010999558,14.13007414343368,-0.7894377067410655,43.42629482071713,0.49603174603174605,-16.87276901099956,1.2,0.30292370769327315,0.5766565015224918
Schwartz-Smith Tenor 2,-1.5364409141315982,-1.5364409141315982,13.589291957738988,-0.4147080468336106,47.410358565737056,0.44047619047619047,-11.5364409141316,0.8,0.17256358145414274,0.9044836082337047
Buy & Hold Benchmark,15.0,5.0,20.0,0.25,-,-,0,1.0,-,-
Risk-Free Rate (5%),15.0,5.0,0.0,-,100,-,0,0,-,-
