,date,tenor,side,quantity,price
0,2021-09-23,tenor_1,SELL,0.3,72.23
1,2021-09-24,tenor_1,BUY,0.6,73.3
2,2021-09-28,tenor_1,SELL,0.3,75.45
3,2021-09-29,tenor_1,BUY,0.3,75.29
4,2021-10-05,tenor_1,SELL,0.6,77.62
5,2021-10-07,tenor_1,BUY,0.6,77.43
6,2021-10-12,tenor_1,SELL,0.6,80.52
7,2021-10-13,tenor_1,BUY,0.6,80.64
8,2021-10-15,tenor_1,SELL,0.6,81.31
9,2021-10-19,tenor_1,BUY,0.6,82.44
10,2021-10-20,tenor_1,SELL,0.6,82.96
11,2021-10-22,tenor_1,BUY,0.6,82.5
12,2021-10-25,tenor_1,SELL,0.6,83.76
13,2021-10-26,tenor_1,BUY,0.6,83.76
14,2021-10-27,tenor_1,SELL,0.6,84.65
15,2021-10-28,tenor_1,BUY,0.6,82.66
16,2021-11-01,tenor_1,SELL,0.6,83.57
17,2021-11-04,tenor_1,BUY,0.6,80.86
18,2021-11-08,tenor_1,SELL,0.6,81.27
19,2021-11-11,tenor_1,BUY,0.6,81.34
20,2021-11-12,tenor_1,SELL,0.6,81.59
21,2021-11-15,tenor_1,BUY,0.6,80.79
22,2021-11-24,tenor_1,SELL,0.6,78.5
23,2021-11-26,tenor_1,BUY,0.6,78.39
24,2021-11-30,tenor_1,SELL,0.6,69.95
25,2021-12-01,tenor_1,BUY,0.6,66.18
26,2021-12-07,tenor_1,SELL,0.6,69.49
27,2021-12-09,tenor_1,BUY,0.6,72.36
28,2021-12-17,tenor_1,SELL,0.6,72.38
29,2021-12-20,tenor_1,BUY,0.6,70.86
30,2021-12-22,tenor_1,SELL,0.6,71.12
31,2022-01-03,tenor_1,BUY,0.6,75.21
32,2022-01-04,tenor_1,SELL,0.6,76.08
33,2022-01-10,tenor_1,BUY,0.6,78.9
34,2022-01-12,tenor_1,SELL,0.6,81.22
35,2022-01-14,tenor_1,BUY,0.6,82.12
36,2022-01-18,tenor_1,SELL,0.6,83.82
37,2022-01-21,tenor_1,BUY,0.6,86.9
38,2022-01-26,tenor_1,SELL,0.6,85.6
39,2022-01-28,tenor_1,BUY,0.6,86.61
40,2022-02-01,tenor_1,SELL,0.6,88.15
41,2022-02-02,tenor_1,BUY,0.6,88.2
42,2022-02-03,tenor_1,SELL,0.6,88.26
43,2022-02-08,tenor_1,BUY,0.6,91.32
44,2022-02-10,tenor_1,SELL,0.6,89.66
45,2022-02-11,tenor_1,BUY,0.6,89.88
46,2022-02-14,tenor_1,SELL,0.6,93.1
47,2022-02-16,tenor_1,BUY,0.6,92.07
48,2022-02-17,tenor_1,SELL,0.6,93.66
49,2022-02-18,tenor_1,BUY,0.6,91.76
50,2022-02-23,tenor_1,SELL,0.6,92.35
51,2022-02-24,tenor_1,BUY,0.6,92.1
52,2022-03-01,tenor_1,SELL,0.6,95.72
53,2022-03-04,tenor_1,BUY,0.6,107.67
54,2022-03-07,tenor_1,SELL,0.6,115.68
55,2022-03-10,tenor_1,BUY,0.6,108.7
56,2022-03-14,tenor_1,SELL,0.6,109.33
57,2022-03-15,tenor_1,BUY,0.6,103.01
58,2022-03-18,tenor_1,SELL,0.6,102.98
59,2022-03-23,tenor_1,BUY,0.6,111.76
