,Total Return (%),Annual Return (%),Volatility (%),Sharpe Ratio,Win Rate (%),Trades Per Day,Alpha (%),Beta,Skewness,Kurtosis
Schwartz-Smith Tenor 1,12.078241263433153,12.078241263433153,10.200281474938057,0.6830211455258878,56.17529880478087,0.3531746031746032,2.078241263433152,1.2,0.7904153460526938,8.54475594722074
Schwartz-Smith Tenor 2,-8.491450311537497,-8.491450311537497,9.495955085508376,-1.4170654652983885,41.832669322709165,0.3333333333333333,-18.4914503115375,0.8,-1.0253540513331318,11.20201807354277
Buy & Hold Benchmark,15.0,5.0,20.0,0.25,-,-,0,1.0,-,-
Risk-Free Rate (5%),15.0,5.0,0.0,-,100,-,0,0,-,-
